Date Rptd,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
12/01/2015 12:00:00 AM,150717850,11/20/2015 12:00:00 AM,1000,07,Wilshire,0764,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 1400 S  CLOVERDALE                   AV,,"(34.0482, -118.3516)"
12/01/2015 12:00:00 AM,151226751,11/20/2015 12:00:00 AM,1400,12,77th Street,1231,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 4200 W  62ND                         ST,,"(33.9835, -118.3482)"
12/01/2015 12:00:00 AM,151522593,11/20/2015 12:00:00 AM,1200,15,N Hollywood,1569,354,THEFT OF IDENTITY,IC,Invest Cont, 4400    MARIOTA                      AV,,"(34.1504, -118.3506)"
12/01/2015 12:00:00 AM,152019836,11/20/2015 12:00:00 AM,1030,20,Olympic,2022,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  500 S  SAINT ANDREWS                PL,,"(34.0654, -118.3116)"
12/01/2015 12:00:00 AM,150221818,11/19/2015 12:00:00 AM,0900,02,Rampart,0256,310,BURGLARY,IC,Invest Cont,  600 S  UNION                        AV,,"(34.0570, -118.2691)"
12/01/2015 12:00:00 AM,150221837,11/19/2015 12:00:00 AM,0200,02,Rampart,0248,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,  300    COLUMBIA                     AV,,"(34.0594, -118.2644)"
12/01/2015 12:00:00 AM,151120497,11/19/2015 12:00:00 AM,1200,11,Northeast,1137,354,THEFT OF IDENTITY,IC,Invest Cont,  400 N  AVENUE 51,,"(34.1110, -118.2040)"
12/01/2015 12:00:00 AM,151120501,11/19/2015 12:00:00 AM,1200,11,Northeast,1151,354,THEFT OF IDENTITY,IC,Invest Cont, 1500 N  NORMANDIE                    AV,,"(34.0981, -118.3005)"
12/01/2015 12:00:00 AM,151922641,11/19/2015 12:00:00 AM,2015,19,Mission,1984,850,INDECENT EXPOSURE,IC,Invest Cont,14800    CHASE                        ST,,"(34.2247, -118.4553)"
12/01/2015 12:00:00 AM,152119511,11/19/2015 12:00:00 AM,1200,21,Topanga,2158,354,THEFT OF IDENTITY,IC,Invest Cont,21300    ERWIN                        ST,,"(34.1829, -118.5959)"
12/01/2015 12:00:00 AM,150920483,11/18/2015 12:00:00 AM,1500,09,Van Nuys,0935,439,FALSE POLICE REPORT,IC,Invest Cont, 6200    SYLMAR                       AV,,"(34.1827, -118.4465)"
12/01/2015 12:00:00 AM,151226720,11/18/2015 12:00:00 AM,2230,12,77th Street,1265,510,VEHICLE - STOLEN,IC,Invest Cont, 1500 W  84TH                         ST,,"(33.9628, -118.3025)"
12/01/2015 12:00:00 AM,151719884,11/18/2015 12:00:00 AM,0700,17,Devonshire,1781,354,THEFT OF IDENTITY,IC,Invest Cont,20900    PARTHENIA                    ST,,"(34.2282, -118.5885)"
12/01/2015 12:00:00 AM,151922625,11/18/2015 12:00:00 AM,0100,19,Mission,1908,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,12800    MACLAY                       ST,,"(34.3034, -118.4138)"
12/01/2015 12:00:00 AM,150920484,11/17/2015 12:00:00 AM,1700,09,Van Nuys,0969,330,BURGLARY FROM VEHICLE,IC,Invest Cont,13000    ADDISON                      ST,,"(34.1613, -118.4160)"
12/01/2015 12:00:00 AM,151120458,11/17/2015 12:00:00 AM,2100,11,Northeast,1183,510,VEHICLE - STOLEN,IC,Invest Cont, 1600 N  ALVARADO                     ST,,"(34.0835, -118.2600)"
12/01/2015 12:00:00 AM,151522549,11/17/2015 12:00:00 AM,1200,15,N Hollywood,1569,354,THEFT OF IDENTITY,IC,Invest Cont, 4400    MARIOTA                      AV,,"(34.1504, -118.3506)"
12/01/2015 12:00:00 AM,151821249,11/17/2015 12:00:00 AM,1930,18,Southeast,1844,510,VEHICLE - STOLEN,IC,Invest Cont,  600 E  113TH                        ST,,"(33.9320, -118.2652)"
12/01/2015 12:00:00 AM,150126675,11/16/2015 12:00:00 AM,2000,01,Central,0159,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1300    FACTORY                      PL,,"(34.0392, -118.2363)"
12/01/2015 12:00:00 AM,150325629,11/16/2015 12:00:00 AM,1800,03,Southwest,0343,310,BURGLARY,IC,Invest Cont, 5100    VILLAGE GREEN,,"(34.0198, -118.3587)"
12/01/2015 12:00:00 AM,151616648,11/16/2015 12:00:00 AM,1400,16,Foothill,1612,354,THEFT OF IDENTITY,IC,Invest Cont,12900    FILMORE                      ST,,"(34.2764, -118.4153)"
12/01/2015 12:00:00 AM,151719878,11/16/2015 12:00:00 AM,1200,17,Devonshire,1709,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,11500    BLUCHER                      AV,,"(34.2791, -118.4709)"
12/01/2015 12:00:00 AM,152019846,11/16/2015 12:00:00 AM,1250,20,Olympic,2056,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1100 S  BERENDO                      ST,,"(34.0509, -118.2937)"
12/01/2015 12:00:00 AM,151018139,11/15/2015 12:00:00 AM,1200,10,West Valley,1001,354,THEFT OF IDENTITY,IC,Invest Cont,19500    STAGG                        ST,,"(34.2113, -118.5579)"
12/01/2015 12:00:00 AM,151120496,11/15/2015 12:00:00 AM,1200,11,Northeast,1171,354,THEFT OF IDENTITY,IC,Invest Cont, 1600    ELEVADO                      ST,,"(34.0859, -118.2727)"
12/01/2015 12:00:00 AM,151922657,11/15/2015 12:00:00 AM,1200,19,Mission,1998,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,14100    BURTON                       ST,,"(34.2207, -118.4399)"
12/01/2015 12:00:00 AM,150417625,11/14/2015 12:00:00 AM,2300,04,Hollenbeck,0478,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 3300    SABINA                       ST,,"(34.0302, -118.2006)"
12/01/2015 12:00:00 AM,150325639,11/13/2015 12:00:00 AM,1200,03,Southwest,0393,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 4200 S  NORTON                       AV,,"(34.0085, -118.3324)"
12/01/2015 12:00:00 AM,150818131,11/13/2015 12:00:00 AM,0200,08,West LA,0841,121,"RAPE, FORCIBLE",IC,Invest Cont, 1200    BROCKTON                     AV,,"(34.0460, -118.4652)"
12/01/2015 12:00:00 AM,150920488,11/13/2015 12:00:00 AM,1200,09,Van Nuys,0948,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,13300    BURBANK                      BL,,"(34.1722, -118.4225)"
12/01/2015 12:00:00 AM,151322165,11/12/2015 12:00:00 AM,1000,13,Newton,1372,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  300 E  53RD                         ST,,"(33.9943, -118.2701)"
12/01/2015 12:00:00 AM,151821267,11/12/2015 12:00:00 AM,0001,18,Southeast,1822,354,THEFT OF IDENTITY,IC,Invest Cont,  400 W  101ST                        ST,,"(33.9446, -118.2804)"
12/01/2015 12:00:00 AM,151821268,11/12/2015 12:00:00 AM,0001,18,Southeast,1822,354,THEFT OF IDENTITY,IC,Invest Cont,  400 W  101ST                        ST,,"(33.9446, -118.2804)"
12/01/2015 12:00:00 AM,151120492,11/11/2015 12:00:00 AM,1000,11,Northeast,1195,354,THEFT OF IDENTITY,IC,Invest Cont, 1600 N  BOYLSTON                     ST,,"(34.0779, -118.2448)"
12/01/2015 12:00:00 AM,150717831,11/10/2015 12:00:00 AM,1100,07,Wilshire,0775,354,THEFT OF IDENTITY,IC,Invest Cont, 4700    MASCOT                       ST,,"(34.0408, -118.3422)"
12/01/2015 12:00:00 AM,151322160,11/10/2015 12:00:00 AM,1930,13,Newton,1327,220,ATTEMPTED ROBBERY,IC,Invest Cont, 1400 E  25TH                         ST,,"(34.0169, -118.2484)"
12/01/2015 12:00:00 AM,150221836,11/09/2015 12:00:00 AM,1505,02,Rampart,0247,354,THEFT OF IDENTITY,IC,Invest Cont,  300 S  UNION                        AV,,"(34.0609, -118.2679)"
12/01/2015 12:00:00 AM,150920464,11/09/2015 12:00:00 AM,2030,09,Van Nuys,0946,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 5500    MATILIJA                     AV,,"(34.1703, -118.4334)"
12/01/2015 12:00:00 AM,151018127,11/08/2015 12:00:00 AM,1800,10,West Valley,1045,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,18100    BROMLEY                      ST,,"(34.1756, -118.5276)"
12/01/2015 12:00:00 AM,151429633,11/07/2015 12:00:00 AM,0415,14,Pacific,1487,310,BURGLARY,IC,Invest Cont, 6100    WILL ROGERS                  ST,,"(33.9558, -118.3911)"
12/01/2015 12:00:00 AM,151522565,11/07/2015 12:00:00 AM,1100,15,N Hollywood,1501,310,BURGLARY,IC,Invest Cont,12900    SATICOY                      ST,,"(34.2066, -118.4144)"
12/01/2015 12:00:00 AM,150221831,11/06/2015 12:00:00 AM,2000,02,Rampart,0204,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  900    TULAROSA                     DR,,"(34.0835, -118.2799)"
12/01/2015 12:00:00 AM,150818122,11/06/2015 12:00:00 AM,1800,08,West LA,0814,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,11300    BURNHAM                      ST,,"(34.0634, -118.4589)"
12/01/2015 12:00:00 AM,151922633,11/06/2015 12:00:00 AM,0500,19,Mission,1998,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,13700    SATICOY                      ST,,"(34.2095, -118.4311)"
12/01/2015 12:00:00 AM,151522093,11/05/2015 12:00:00 AM,1900,15,N Hollywood,1525,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,         VICTORY                      BL,   LANKERSHIM                   BL,"(34.1867, -118.3888)"
12/01/2015 12:00:00 AM,151719881,11/05/2015 12:00:00 AM,2100,17,Devonshire,1722,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,21600    DEVONSHIRE                   ST,,"(34.2573, -118.6005)"
12/01/2015 12:00:00 AM,150625291,11/02/2015 12:00:00 AM,1200,06,Hollywood,0678,354,THEFT OF IDENTITY,IC,Invest Cont, 1000 N  SERRANO                      AV,,"(34.0885, -118.3064)"
12/01/2015 12:00:00 AM,151719865,11/02/2015 12:00:00 AM,2030,17,Devonshire,1723,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,20300    CELTIC                       ST,,"(34.2711, -118.5753)"
12/01/2015 12:00:00 AM,151922658,11/01/2015 12:00:00 AM,1200,19,Mission,1972,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,15200    SUNBURST                     ST,,"(34.2346, -118.4649)"
12/01/2015 12:00:00 AM,152119490,11/01/2015 12:00:00 AM,0900,21,Topanga,2139,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",IC,Invest Cont,20100    SHERMAN                      WY,,"(34.2010, -118.5710)"
12/01/2015 12:00:00 AM,151018143,10/31/2015 12:00:00 AM,1500,10,West Valley,1015,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 7400    CANBY                        AV,,"(34.2048, -118.5339)"
12/01/2015 12:00:00 AM,151018167,10/31/2015 12:00:00 AM,1000,10,West Valley,1065,956,"LETTERS, LEWD",IC,Invest Cont, 5400    NEWCASTLE                    AV,,"(34.1687, -118.5244)"
12/01/2015 12:00:00 AM,151429696,10/31/2015 12:00:00 AM,0800,14,Pacific,1472,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 6600    VISTA DEL MAR,,"(33.9612, -118.4498)"
12/01/2015 12:00:00 AM,151719885,10/31/2015 12:00:00 AM,0953,17,Devonshire,1791,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 8600    MASON                        AV,,"(34.2264, -118.5798)"
12/01/2015 12:00:00 AM,150221806,10/28/2015 12:00:00 AM,1600,02,Rampart,0248,121,"RAPE, FORCIBLE",IC,Invest Cont,         6TH,   WITMER,"(34.0555, -118.2656)"
12/01/2015 12:00:00 AM,151322171,10/28/2015 12:00:00 AM,2100,13,Newton,1321,210,ROBBERY,IC,Invest Cont,         23RD                         ST,   BROADWAY,"(34.0281, -118.2680)"
12/01/2015 12:00:00 AM,151522558,10/28/2015 12:00:00 AM,1200,15,N Hollywood,1505,354,THEFT OF IDENTITY,IC,Invest Cont,11600    VALERIO                      ST,,"(34.2049, -118.3845)"
12/01/2015 12:00:00 AM,152119479,10/28/2015 12:00:00 AM,2000,21,Topanga,2104,354,THEFT OF IDENTITY,IC,Invest Cont,21400    NORDHOFF                     ST,,"(34.2355, -118.5976)"
12/01/2015 12:00:00 AM,152019881,10/21/2015 12:00:00 AM,1200,20,Olympic,2013,354,THEFT OF IDENTITY,IC,Invest Cont,  100 S  OXFORD                       AV,,"(34.0737, -118.3079)"
12/01/2015 12:00:00 AM,150325660,10/16/2015 12:00:00 AM,1200,03,Southwest,0311,354,THEFT OF IDENTITY,IC,Invest Cont, 5600    SMILEY                       DR,,"(34.0300, -118.3658)"
12/01/2015 12:00:00 AM,151719803,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151522597,10/16/2015 12:00:00 AM,1200,15,N Hollywood,1526,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 6000    HAZELHURST                   PL,,"(34.1794, -118.3856)"
12/01/2015 12:00:00 AM,151719801,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719802,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719804,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719805,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719806,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719807,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719808,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719809,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719810,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719811,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719812,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719813,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719814,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719815,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719816,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719817,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719818,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719819,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719820,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719821,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719823,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719824,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719825,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719826,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719827,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719828,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719829,10/16/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,150717854,10/15/2015 12:00:00 AM,1330,07,Wilshire,0763,664,"BUNCO, PETTY THEFT",IC,Invest Cont,         FAIRFAX                      AV,   ORANGE GROVE,"(34.0431, -118.3692)"
12/01/2015 12:00:00 AM,151719822,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719830,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719831,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719832,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719833,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719834,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719835,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719836,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719837,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719838,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719839,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719840,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719841,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719842,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719844,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719845,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719846,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,151719847,10/15/2015 12:00:00 AM,1200,17,Devonshire,1761,310,BURGLARY,IC,Invest Cont, 9300    TOPANGA CANYON               BL,,"(34.2391, -118.6061)"
12/01/2015 12:00:00 AM,150625283,10/14/2015 12:00:00 AM,1200,06,Hollywood,0656,354,THEFT OF IDENTITY,IC,Invest Cont, 5900    BARTON                       AV,,"(34.0880, -118.3222)"
12/01/2015 12:00:00 AM,151226775,10/08/2015 12:00:00 AM,1400,12,77th Street,1256,354,THEFT OF IDENTITY,IC,Invest Cont,  900 W  75TH                         ST,,"(33.9717, -118.2893)"
12/01/2015 12:00:00 AM,151429699,10/04/2015 12:00:00 AM,0001,14,Pacific,1459,354,THEFT OF IDENTITY,IC,Invest Cont,11300    UTOPIA                       AV,,"(33.9978, -118.4043)"
12/01/2015 12:00:00 AM,152019866,09/19/2015 12:00:00 AM,1610,20,Olympic,2071,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 1500 S  WESTERN                      AV,,"(34.0454, -118.3090)"
12/01/2015 12:00:00 AM,150920468,09/16/2015 12:00:00 AM,1200,09,Van Nuys,0933,956,"LETTERS, LEWD",IC,Invest Cont,14700    DELANO                       ST,,"(34.1827, -118.4531)"
12/01/2015 12:00:00 AM,151226831,09/03/2015 12:00:00 AM,1200,12,77th Street,1256,354,THEFT OF IDENTITY,IC,Invest Cont, 7400 S  FIGUEROA                     ST,,"(33.9727, -118.2827)"
12/01/2015 12:00:00 AM,151922670,08/23/2015 12:00:00 AM,1200,19,Mission,1981,354,THEFT OF IDENTITY,IC,Invest Cont,         SEPULVEDA,   ROSCOE,"(34.2214, -118.4677)"
12/01/2015 12:00:00 AM,151922671,08/23/2015 12:00:00 AM,1200,19,Mission,1981,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         SEPULVEDA,   ROSCOE,"(34.2214, -118.4677)"
12/01/2015 12:00:00 AM,152019822,08/14/2015 12:00:00 AM,1400,20,Olympic,2058,510,VEHICLE - STOLEN,IC,Invest Cont, 2700    SAN MARINO                   ST,,"(34.0550, -118.2865)"
12/01/2015 12:00:00 AM,152019825,08/01/2015 12:00:00 AM,1000,20,Olympic,2054,510,VEHICLE - STOLEN,IC,Invest Cont,  900 S  HARVARD                      BL,,"(34.0539, -118.3042)"
12/01/2015 12:00:00 AM,151018138,07/02/2015 12:00:00 AM,1200,10,West Valley,1044,354,THEFT OF IDENTITY,IC,Invest Cont, 5600    RESEDA                       BL,,"(34.1788, -118.5360)"
12/01/2015 12:00:00 AM,151616647,05/28/2015 12:00:00 AM,1100,16,Foothill,1602,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,12400    CLARETTA                     ST,,"(34.2803, -118.4043)"
12/01/2015 12:00:00 AM,150625223,05/22/2015 12:00:00 AM,0001,06,Hollywood,0678,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 5100    LEMON GROVE                  AV,,"(34.0862, -118.3078)"
12/01/2015 12:00:00 AM,151616641,05/20/2015 12:00:00 AM,1400,16,Foothill,1618,354,THEFT OF IDENTITY,IC,Invest Cont,11000    RHODESIA                     AV,,"(34.2688, -118.3079)"
12/01/2015 12:00:00 AM,152019878,04/01/2015 12:00:00 AM,1200,20,Olympic,2001,956,"LETTERS, LEWD",IC,Invest Cont,  600 N  PLYMOUTH                     BL,,"(34.0817, -118.3206)"
12/01/2015 12:00:00 AM,150920492,03/13/2015 12:00:00 AM,1000,09,Van Nuys,0971,354,THEFT OF IDENTITY,IC,Invest Cont,15200    VENTURA                      BL,,"(34.1535, -118.4640)"
12/01/2015 12:00:00 AM,150325640,03/01/2015 12:00:00 AM,1200,03,Southwest,0399,354,THEFT OF IDENTITY,IC,Invest Cont, 4200 S  FIGUEROA                     ST,,"(34.0072, -118.2827)"
12/01/2015 12:00:00 AM,150417601,02/01/2015 12:00:00 AM,1200,04,Hollenbeck,0487,810,"SEX, UNLAWFUL",IC,Invest Cont, 1100 S  MOTT                         ST,,"(34.0284, -118.2158)"
12/01/2015 12:00:00 AM,150325652,01/01/2015 12:00:00 AM,0001,03,Southwest,0315,354,THEFT OF IDENTITY,IC,Invest Cont, 2600 S  MANHATTAN                    PL,,"(34.0327, -118.3101)"
12/01/2015 12:00:00 AM,151719871,01/01/2015 12:00:00 AM,0800,17,Devonshire,1794,354,THEFT OF IDENTITY,IC,Invest Cont,18700    PARTHENIA                    ST,,"(34.2283, -118.5405)"
