Date Rptd,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
12/01/2015 12:00:00 AM,150126653,11/30/2015 12:00:00 AM,2000,01,Central,0138,310,BURGLARY,IC,Invest Cont,  300 E  2ND                          ST,,"(34.0493, -118.2418)"
12/01/2015 12:00:00 AM,150126657,11/30/2015 12:00:00 AM,1100,01,Central,0111,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,  600 N  BROADWAY,,"(34.0586, -118.2402)"
12/01/2015 12:00:00 AM,150221805,11/30/2015 12:00:00 AM,1500,02,Rampart,0204,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  600 N  HOOVER                       ST,,"(34.0818, -118.2845)"
12/01/2015 12:00:00 AM,150221807,11/30/2015 12:00:00 AM,1615,02,Rampart,0256,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         BURLINGTON,   6TH                          ST,"(34.0564, -118.2725)"
12/01/2015 12:00:00 AM,150221808,11/30/2015 12:00:00 AM,1630,02,Rampart,0289,888,TRESPASSING,IC,Invest Cont, 1400 W  12TH                         PL,,"(34.0441, -118.2735)"
12/01/2015 12:00:00 AM,150221809,11/30/2015 12:00:00 AM,2215,02,Rampart,0202,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,         MADISON,   WILLOWBROOK,"(0.0000, 0.0000)"
12/01/2015 12:00:00 AM,150221812,11/30/2015 12:00:00 AM,2015,02,Rampart,0238,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  300    LAVETA                       TR,,"(34.0657, -118.2603)"
12/01/2015 12:00:00 AM,150221813,11/30/2015 12:00:00 AM,2015,02,Rampart,0238,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  300    LAVETA                       TR,,"(34.0657, -118.2603)"
12/01/2015 12:00:00 AM,150221815,11/30/2015 12:00:00 AM,2310,02,Rampart,0265,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)"
12/01/2015 12:00:00 AM,150221816,11/30/2015 12:00:00 AM,2200,02,Rampart,0247,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  500 S  UNION                        AV,,"(34.0586, -118.2691)"
12/01/2015 12:00:00 AM,150221817,11/30/2015 12:00:00 AM,0900,02,Rampart,0216,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  700    CORONADO                     TR,,"(34.0754, -118.2702)"
12/01/2015 12:00:00 AM,150221819,11/30/2015 12:00:00 AM,2040,02,Rampart,0249,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,  600 S  BIXEL                        ST,,"(34.0541, -118.2621)"
12/01/2015 12:00:00 AM,150221829,11/30/2015 12:00:00 AM,2000,02,Rampart,0248,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  400    HARTFORD                     AV,,"(34.0567, -118.2636)"
12/01/2015 12:00:00 AM,150221834,11/30/2015 12:00:00 AM,1800,02,Rampart,0235,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         3RD                          ST,   GRAND VIEW,"(34.0640, -118.2747)"
12/01/2015 12:00:00 AM,150221838,11/30/2015 12:00:00 AM,1800,02,Rampart,0275,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  900 S  BONNIE BRAE                  ST,,"(34.0524, -118.2765)"
12/01/2015 12:00:00 AM,150221842,11/30/2015 12:00:00 AM,0200,02,Rampart,0219,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,  800 E  KENSINGTON                   RD,,"(34.0706, -118.2526)"
12/01/2015 12:00:00 AM,150221845,11/30/2015 12:00:00 AM,1700,02,Rampart,0219,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,  800 E  KENSINGTON                   RD,,"(34.0706, -118.2526)"
12/01/2015 12:00:00 AM,150221854,11/30/2015 12:00:00 AM,0450,02,Rampart,0219,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1300    KELLAM                       AV,,"(34.0698, -118.2528)"
12/01/2015 12:00:00 AM,150325630,11/30/2015 12:00:00 AM,1600,03,Southwest,0393,350,"THEFT, PERSON",IC,Invest Cont,         MARTIN LUTHER KING JR        BL,   CRENSHAW                     BL,"(34.0110, -118.3351)"
12/01/2015 12:00:00 AM,150325633,11/30/2015 12:00:00 AM,2111,03,Southwest,0379,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3900 S  BUDLONG                      AV,,"(34.0155, -118.2959)"
12/01/2015 12:00:00 AM,150325648,11/30/2015 12:00:00 AM,2045,03,Southwest,0307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         ADAMS,   CRENSHAW,"(34.0326, -118.3363)"
12/01/2015 12:00:00 AM,150325662,11/30/2015 12:00:00 AM,1600,03,Southwest,0326,510,VEHICLE - STOLEN,IC,Invest Cont, 2600 S  NORMANDIE                    AV,,"(34.0327, -118.3002)"
12/01/2015 12:00:00 AM,150325663,11/30/2015 12:00:00 AM,0715,03,Southwest,0329,210,ROBBERY,IC,Invest Cont, 3200 S  FIGUEROA                     ST,,"(34.0233, -118.2791)"
12/01/2015 12:00:00 AM,150325666,11/30/2015 12:00:00 AM,1200,03,Southwest,0362,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 4400    PINAFORE                     ST,,"(34.0127, -118.3477)"
12/01/2015 12:00:00 AM,150325721,11/30/2015 12:00:00 AM,1900,03,Southwest,0362,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4600    COLISEUM                     ST,,"(34.0170, -118.3471)"
12/01/2015 12:00:00 AM,150325727,11/30/2015 12:00:00 AM,2300,03,Southwest,0376,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         WESTERN                      AV,   MARTIN LUTHER KING JR        BL,"(34.0109, -118.3089)"
12/01/2015 12:00:00 AM,150325728,11/30/2015 12:00:00 AM,1706,03,Southwest,0357,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 3400 S  CATALINA                     ST,,"(34.0255, -118.2937)"
12/01/2015 12:00:00 AM,150325739,11/30/2015 12:00:00 AM,2145,03,Southwest,0325,480,BIKE - STOLEN,IC,Invest Cont, 2600    ELLENDALE                    PL,,"(34.0328, -118.2888)"
12/01/2015 12:00:00 AM,150417543,11/30/2015 12:00:00 AM,2100,04,Hollenbeck,0448,510,VEHICLE - STOLEN,IC,Invest Cont,         MURCHISON                    ST,   LANCASTER                    ST,"(34.0579, -118.1968)"
12/01/2015 12:00:00 AM,150417566,11/30/2015 12:00:00 AM,2230,04,Hollenbeck,0409,510,VEHICLE - STOLEN,IC,Invest Cont, 5500    HUNTINGTON                   DR,,"(34.0944, -118.1588)"
12/01/2015 12:00:00 AM,150518866,11/30/2015 12:00:00 AM,2130,05,Harbor,0512,510,VEHICLE - STOLEN,IC,Invest Cont,26300    ATHENA                       AV,,"(33.7837, -118.3050)"
12/01/2015 12:00:00 AM,150518869,11/30/2015 12:00:00 AM,1700,05,Harbor,0525,510,VEHICLE - STOLEN,IC,Invest Cont,  300    MCDONALD                     AV,,"(33.7723, -118.2710)"
12/01/2015 12:00:00 AM,150518870,11/30/2015 12:00:00 AM,2130,05,Harbor,0562,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1300 W  15TH                         ST,,"(33.7306, -118.3015)"
12/01/2015 12:00:00 AM,150518874,11/30/2015 12:00:00 AM,2130,05,Harbor,0565,510,VEHICLE - STOLEN,IC,Invest Cont,  600 W  8TH                          ST,,"(33.7370, -118.2901)"
12/01/2015 12:00:00 AM,150518875,11/30/2015 12:00:00 AM,2100,05,Harbor,0561,510,VEHICLE - STOLEN,IC,Invest Cont, 1500 W  9TH                          ST,,"(33.7361, -118.3097)"
12/01/2015 12:00:00 AM,150518881,11/30/2015 12:00:00 AM,2000,05,Harbor,0587,510,VEHICLE - STOLEN,IC,Invest Cont,  700 W  40TH                         ST,,"(33.7079, -118.2916)"
12/01/2015 12:00:00 AM,150518882,11/30/2015 12:00:00 AM,1900,05,Harbor,0521,510,VEHICLE - STOLEN,IC,Invest Cont,      S  FIGUEROA                     PL,   F                            ST,"(33.7764, -118.2804)"
12/01/2015 12:00:00 AM,150518883,11/30/2015 12:00:00 AM,0900,05,Harbor,0567,310,BURGLARY,IC,Invest Cont, 1500 W  9TH                          ST,,"(34.0500, -118.2713)"
12/01/2015 12:00:00 AM,150518884,11/30/2015 12:00:00 AM,2100,05,Harbor,0567,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1500 W  9TH                          ST,,"(34.0500, -118.2713)"
12/01/2015 12:00:00 AM,150518890,11/30/2015 12:00:00 AM,0900,05,Harbor,0563,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  800 S  MEYLER                       ST,,"(33.7370, -118.2967)"
12/01/2015 12:00:00 AM,150518897,11/30/2015 12:00:00 AM,1800,05,Harbor,0585,510,VEHICLE - STOLEN,IC,Invest Cont, 2000 S  GRAND                        AV,,"(33.7261, -118.2902)"
12/01/2015 12:00:00 AM,150625215,11/30/2015 12:00:00 AM,1300,06,Hollywood,0628,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 2100    ALCYONA                      DR,,"(34.1090, -118.3261)"
12/01/2015 12:00:00 AM,150625218,11/30/2015 12:00:00 AM,2350,06,Hollywood,0679,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 1000 N  ARDMORE                      AV,,"(34.0885, -118.3019)"
12/01/2015 12:00:00 AM,150625224,11/30/2015 12:00:00 AM,2200,06,Hollywood,0645,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1700 N  ORANGE                       DR,,"(34.1016, -118.3417)"
12/01/2015 12:00:00 AM,150625228,11/30/2015 12:00:00 AM,2350,06,Hollywood,0679,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 1000 N  ARDMORE                      AV,,"(34.0885, -118.3019)"
12/01/2015 12:00:00 AM,150625255,11/30/2015 12:00:00 AM,1700,06,Hollywood,0667,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 5800    LA MIRADA                    AV,,"(34.0938, -118.3157)"
12/01/2015 12:00:00 AM,150625268,11/30/2015 12:00:00 AM,2300,06,Hollywood,0668,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1300 N  WESTERN                      AV,,"(34.0949, -118.3092)"
12/01/2015 12:00:00 AM,150625281,11/30/2015 12:00:00 AM,1800,06,Hollywood,0643,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 7300    HOLLYWOOD                    BL,,"(34.1016, -118.3489)"
12/01/2015 12:00:00 AM,150625293,11/30/2015 12:00:00 AM,2200,06,Hollywood,0645,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1700 N  ORANGE                       DR,,"(34.1016, -118.3417)"
12/01/2015 12:00:00 AM,150625322,11/30/2015 12:00:00 AM,2000,06,Hollywood,0625,310,BURGLARY,IC,Invest Cont, 6800    LOS ALTOS                    PL,,"(34.1095, -118.3389)"
12/01/2015 12:00:00 AM,150717817,11/30/2015 12:00:00 AM,1400,07,Wilshire,0784,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         21ST                         ST,   MANSFIELD                    AV,"(34.0387, -118.3494)"
12/01/2015 12:00:00 AM,150717824,11/30/2015 12:00:00 AM,2350,07,Wilshire,0719,310,BURGLARY,IC,Invest Cont,  300 N  LARCHMONT                    BL,,"(34.0762, -118.3236)"
12/01/2015 12:00:00 AM,150717827,11/30/2015 12:00:00 AM,1000,07,Wilshire,0724,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  100    THE GROVE                    DR,,"(34.0761, -118.3563)"
12/01/2015 12:00:00 AM,150717867,11/30/2015 12:00:00 AM,1500,07,Wilshire,0783,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 5100 W  20TH                         ST,,"(34.0405, -118.3548)"
12/01/2015 12:00:00 AM,150818103,11/30/2015 12:00:00 AM,1000,08,West LA,0839,354,THEFT OF IDENTITY,IC,Invest Cont, 1800    AVENUE OF THE STARS,,"(34.0612, -118.4183)"
12/01/2015 12:00:00 AM,150818135,11/30/2015 12:00:00 AM,2330,08,West LA,0841,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1300    AMHERST                      AV,,"(34.0422, -118.4669)"
12/01/2015 12:00:00 AM,150901630,11/30/2015 12:00:00 AM,2000,09,Van Nuys,0931,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 6100    SEPULVEDA                    BL,,"(34.1806, -118.4662)"
12/01/2015 12:00:00 AM,150920479,11/30/2015 12:00:00 AM,1600,09,Van Nuys,0961,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,15300    MORRISON                     ST,,"(34.1603, -118.4662)"
12/01/2015 12:00:00 AM,150920480,11/30/2015 12:00:00 AM,2200,09,Van Nuys,0915,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 7000    TYRONE                       AV,,"(34.1976, -118.4444)"
12/01/2015 12:00:00 AM,151018125,11/30/2015 12:00:00 AM,1530,10,West Valley,1033,949,ILLEGAL DUMPING,IC,Invest Cont,19000    BESSEMER                     ST,,"(34.1809, -118.5472)"
12/01/2015 12:00:00 AM,151018131,11/30/2015 12:00:00 AM,2200,10,West Valley,1029,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,15900    HART                         ST,,"(34.1976, -118.4793)"
12/01/2015 12:00:00 AM,151018141,11/30/2015 12:00:00 AM,1500,10,West Valley,1033,330,BURGLARY FROM VEHICLE,IC,Invest Cont,19100    VICTORY                      BL,,"(34.1866, -118.5491)"
12/01/2015 12:00:00 AM,151018142,11/30/2015 12:00:00 AM,1300,10,West Valley,1083,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,18700    PASADERO                     DR,,"(34.1486, -118.5405)"
12/01/2015 12:00:00 AM,151018145,11/30/2015 12:00:00 AM,2000,10,West Valley,1033,480,BIKE - STOLEN,IC,Invest Cont,19100    VICTORY                      BL,,"(34.1866, -118.5491)"
12/01/2015 12:00:00 AM,151120470,11/30/2015 12:00:00 AM,1600,11,Northeast,1162,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,         SANTA MONICA,   VERMONT,"(34.0909, -118.2917)"
12/01/2015 12:00:00 AM,151120471,11/30/2015 12:00:00 AM,1200,11,Northeast,1116,310,BURGLARY,IC,Invest Cont, 5000    HUB                          ST,,"(34.1178, -118.2064)"
12/01/2015 12:00:00 AM,151120476,11/30/2015 12:00:00 AM,1510,11,Northeast,1162,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 4600 W  SUNSET                       BL,,"(34.0982, -118.2895)"
12/01/2015 12:00:00 AM,151120477,11/30/2015 12:00:00 AM,2050,11,Northeast,1109,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 5100    HARTWICK                     ST,,"(34.1393, -118.1970)"
12/01/2015 12:00:00 AM,151120480,11/30/2015 12:00:00 AM,2000,11,Northeast,1181,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1400    CORONADO                     TR,,"(34.0824, -118.2658)"
12/01/2015 12:00:00 AM,151120482,11/30/2015 12:00:00 AM,2130,11,Northeast,1183,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1800 N  ALVARADO                     ST,,"(34.0871, -118.2576)"
12/01/2015 12:00:00 AM,151120483,11/30/2015 12:00:00 AM,2130,11,Northeast,1184,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1800    LUCRETIA                     AV,,"(34.0844, -118.2518)"
12/01/2015 12:00:00 AM,151120493,11/30/2015 12:00:00 AM,1000,11,Northeast,1184,510,VEHICLE - STOLEN,IC,Invest Cont, 1500    SARGENT                      PL,,"(34.0789, -118.2533)"
12/01/2015 12:00:00 AM,151120514,11/30/2015 12:00:00 AM,1145,11,Northeast,1163,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1100 N  NEW HAMPSHIRE                AV,,"(34.0909, -118.2928)"
12/01/2015 12:00:00 AM,151226716,11/30/2015 12:00:00 AM,2100,12,77th Street,1265,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 8000 S  VERMONT                      AV,,"(33.9665, -118.2918)"
12/01/2015 12:00:00 AM,151226740,11/30/2015 12:00:00 AM,1800,12,77th Street,1259,510,VEHICLE - STOLEN,IC,Invest Cont,  600 E  78TH                         ST,,"(33.9684, -118.2651)"
12/01/2015 12:00:00 AM,151226750,11/30/2015 12:00:00 AM,2200,12,77th Street,1283,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 9400 S  HOBART                       BL,,"(33.9511, -118.3079)"
12/01/2015 12:00:00 AM,151226783,11/30/2015 12:00:00 AM,2211,12,77th Street,1211,952,ABORTION/ILLEGAL,IC,Invest Cont, 5700    CRENSHAW                     BL,,"(33.9909, -118.3308)"
12/01/2015 12:00:00 AM,151226814,11/30/2015 12:00:00 AM,1400,12,77th Street,1243,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1700 W  62ND                         ST,,"(33.9833, -118.3068)"
12/01/2015 12:00:00 AM,151226837,11/30/2015 12:00:00 AM,2200,12,77th Street,1239,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  900 W  59TH                         PL,,"(33.9869, -118.2892)"
12/01/2015 12:00:00 AM,151322153,11/30/2015 12:00:00 AM,1900,13,Newton,1351,510,VEHICLE - STOLEN,IC,Invest Cont,  200 W  43RD                         PL,,"(34.0047, -118.2762)"
12/01/2015 12:00:00 AM,151322155,11/30/2015 12:00:00 AM,2000,13,Newton,1322,510,VEHICLE - STOLEN,IC,Invest Cont,         22ND                         ST,   MAPLE                        AV,"(34.0268, -118.2618)"
12/01/2015 12:00:00 AM,151322159,11/30/2015 12:00:00 AM,1900,13,Newton,1361,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 4700 S  BROADWAY,,"(34.0010, -118.2783)"
12/01/2015 12:00:00 AM,151322192,11/30/2015 12:00:00 AM,1840,13,Newton,1313,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,  400 E  WASHINGTON                   BL,,"(34.0296, -118.2614)"
12/01/2015 12:00:00 AM,151429589,11/30/2015 12:00:00 AM,1700,14,Pacific,1406,510,VEHICLE - STOLEN,IC,Invest Cont, 3700    MENTONE                      AV,,"(34.0222, -118.4068)"
12/01/2015 12:00:00 AM,151429608,11/30/2015 12:00:00 AM,1200,14,Pacific,1455,510,VEHICLE - STOLEN,IC,Invest Cont,12500    GREENE                       AV,,"(33.9903, -118.4250)"
12/01/2015 12:00:00 AM,151429611,11/30/2015 12:00:00 AM,2000,14,Pacific,1455,510,VEHICLE - STOLEN,IC,Invest Cont,12600    GREENE                       AV,,"(33.9895, -118.4267)"
12/01/2015 12:00:00 AM,151429612,11/30/2015 12:00:00 AM,1700,14,Pacific,1469,510,VEHICLE - STOLEN,IC,Invest Cont, 6900    KITTYHAWK                    AV,,"(33.9754, -118.3722)"
12/01/2015 12:00:00 AM,151429616,11/30/2015 12:00:00 AM,1201,14,Pacific,1428,310,BURGLARY,IC,Invest Cont, 3200    KELTON                       AV,,"(34.0273, -118.4207)"
12/01/2015 12:00:00 AM,151429620,11/30/2015 12:00:00 AM,1940,14,Pacific,1483,956,"LETTERS, LEWD",IC,Invest Cont, 8600    FALMOUTH                     AV,,"(33.9577, -118.4366)"
12/01/2015 12:00:00 AM,151429631,11/30/2015 12:00:00 AM,2230,14,Pacific,1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         OCEAN FRONT,   WESTMINSTER,"(33.9885, -118.4750)"
12/01/2015 12:00:00 AM,151429632,11/30/2015 12:00:00 AM,1800,14,Pacific,1409,310,BURGLARY,IC,Invest Cont, 9300    VENICE                       BL,,"(34.0261, -118.3941)"
12/01/2015 12:00:00 AM,151429634,11/30/2015 12:00:00 AM,1000,14,Pacific,1444,310,BURGLARY,IC,Invest Cont, 3000    STANFORD                     AV,,"(33.9890, -118.4484)"
12/01/2015 12:00:00 AM,151429639,11/30/2015 12:00:00 AM,2300,14,Pacific,1407,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3500    CLARINGTON                   AV,,"(34.0284, -118.4048)"
12/01/2015 12:00:00 AM,151429644,11/30/2015 12:00:00 AM,1900,14,Pacific,1409,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 9700    CHARNOCK                     AV,,"(34.0273, -118.3994)"
12/01/2015 12:00:00 AM,151429648,11/30/2015 12:00:00 AM,1800,14,Pacific,1409,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 9700    CHARNOCK                     AV,,"(34.0273, -118.3994)"
12/01/2015 12:00:00 AM,151429650,11/30/2015 12:00:00 AM,2300,14,Pacific,1407,354,THEFT OF IDENTITY,IC,Invest Cont, 3500    CLARINGTON                   AV,,"(34.0284, -118.4048)"
12/01/2015 12:00:00 AM,151522537,11/30/2015 12:00:00 AM,2355,15,N Hollywood,1511,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 7300    ETHEL                        AV,,"(34.2031, -118.4182)"
12/01/2015 12:00:00 AM,151522539,11/30/2015 12:00:00 AM,1900,15,N Hollywood,1525,510,VEHICLE - STOLEN,IC,Invest Cont,11700    HAMLIN                       ST,,"(34.1888, -118.3877)"
12/01/2015 12:00:00 AM,151522540,11/30/2015 12:00:00 AM,0100,15,N Hollywood,1566,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 4400    ENSIGN                       AV,,"(34.1504, -118.3712)"
12/01/2015 12:00:00 AM,151522551,11/30/2015 12:00:00 AM,0945,15,N Hollywood,1525,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11800    VICTORY                      BL,,"(34.1867, -118.3899)"
12/01/2015 12:00:00 AM,151522562,11/30/2015 12:00:00 AM,1800,15,N Hollywood,1538,510,VEHICLE - STOLEN,IC,Invest Cont, 5900    TUJUNGA                      AV,,"(34.1776, -118.3790)"
12/01/2015 12:00:00 AM,151522571,11/30/2015 12:00:00 AM,1900,15,N Hollywood,1526,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,11600    HAMLIN                       ST,,"(34.1886, -118.3847)"
12/01/2015 12:00:00 AM,151522592,11/30/2015 12:00:00 AM,1645,15,N Hollywood,1512,310,BURGLARY,IC,Invest Cont, 7300    COLDWATER CANYON             AV,,"(34.2030, -118.4138)"
12/01/2015 12:00:00 AM,151616627,11/30/2015 12:00:00 AM,0030,16,Foothill,1663,510,VEHICLE - STOLEN,IC,Invest Cont,         SHELDON                      AV,   TELFAIR                      ST,"(34.2368, -118.3972)"
12/01/2015 12:00:00 AM,151616632,11/30/2015 12:00:00 AM,2200,16,Foothill,1684,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 7900    LAUREL CANYON                BL,,"(34.2139, -118.3965)"
12/01/2015 12:00:00 AM,151616640,11/30/2015 12:00:00 AM,2100,16,Foothill,1617,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,11000    ORO VISTA                    AV,,"(34.2689, -118.3157)"
12/01/2015 12:00:00 AM,151616642,11/30/2015 12:00:00 AM,1400,16,Foothill,1659,354,THEFT OF IDENTITY,IC,Invest Cont, 6500    TOKAY                        RD,,"(34.2535, -118.2734)"
12/01/2015 12:00:00 AM,151616652,11/30/2015 12:00:00 AM,1630,16,Foothill,1612,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,13100    FILMORE                      ST,,"(34.2743, -118.4181)"
12/01/2015 12:00:00 AM,151719794,11/30/2015 12:00:00 AM,1040,17,Devonshire,1797,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,16200    PARTHENIA                    ST,,"(34.2284, -118.4851)"
12/01/2015 12:00:00 AM,151719853,11/30/2015 12:00:00 AM,2030,17,Devonshire,1728,330,BURGLARY FROM VEHICLE,IC,Invest Cont,10800    DARBY                        AV,,"(34.2655, -118.5335)"
12/01/2015 12:00:00 AM,151719854,11/30/2015 12:00:00 AM,2330,17,Devonshire,1767,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,18500    PLUMMER                      ST,,"(34.2428, -118.5361)"
12/01/2015 12:00:00 AM,151719858,11/30/2015 12:00:00 AM,1530,17,Devonshire,1799,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         GLORIA                       ST,   PARTHENIA                    ST,"(34.2284, -118.4807)"
12/01/2015 12:00:00 AM,151719864,11/30/2015 12:00:00 AM,1330,17,Devonshire,1745,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,17300    CHATSWORTH                   ST,,"(34.2649, -118.5110)"
12/01/2015 12:00:00 AM,151719870,11/30/2015 12:00:00 AM,1700,17,Devonshire,1798,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,16000    PARTHENIA                    ST,,"(34.2284, -118.4806)"
12/01/2015 12:00:00 AM,151719889,11/30/2015 12:00:00 AM,1545,17,Devonshire,1747,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,16800    CHATSWORTH                   ST,,"(34.2648, -118.4979)"
12/01/2015 12:00:00 AM,151719890,11/30/2015 12:00:00 AM,0005,17,Devonshire,1787,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,17700    SUPERIOR                     ST,,"(34.2468, -118.5199)"
12/01/2015 12:00:00 AM,151821227,11/30/2015 12:00:00 AM,1930,18,Southeast,1826,510,VEHICLE - STOLEN,IC,Invest Cont,         FIRTH                        BL,   92ND                         ST,"(33.9534, -118.2475)"
12/01/2015 12:00:00 AM,151821232,11/30/2015 12:00:00 AM,1900,18,Southeast,1846,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,11400    ALVARO                       ST,,"(33.9310, -118.2532)"
12/01/2015 12:00:00 AM,151821233,11/30/2015 12:00:00 AM,2125,18,Southeast,1834,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,         108TH                        ST,   CENTRAL                      AV,"(33.9383, -118.2542)"
12/01/2015 12:00:00 AM,151821244,11/30/2015 12:00:00 AM,1500,18,Southeast,1805,210,ROBBERY,IC,Invest Cont,  200 E  91ST                         ST,,"(33.9538, -118.2717)"
